Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Churn Label
Male,40,No,Yes,No,0,Yes,8,71,Offer A,Yes,26.56,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0,90,1885.76,4,No
Female,51,No,Yes,Yes,1,Yes,10,68,Offer A,Yes,46.61,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0,0,3169.48,4,No
Male,32,No,Yes,Yes,2,Yes,10,1,None,Yes,26.26,No,Yes,DSL,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.75,48.75,0,0,26.26,4,No
Female,37,No,No,No,0,No,0,28,None,Yes,3.25,Yes,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.9,1505.15,0,0,91,3,No
Male,54,No,Yes,Yes,2,Yes,3,72,Offer A,Yes,47.69,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,0,0,3433.68,4,No
Female,36,No,No,No,0,No,0,2,None,Yes,46.78,No,Yes,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0,10,93.56,3,No
Male,39,No,Yes,No,0,Yes,4,68,Offer A,Yes,38.38,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0,0,2609.84,3,No
Female,54,No,Yes,No,0,Yes,10,57,Offer B,Yes,23.28,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1134.25,0,0,1326.96,4,No
Male,45,No,Yes,No,0,Yes,9,54,Offer B,No,0,No,Yes,Cable,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,0,0,0,4,No
Female,60,No,Yes,No,0,Yes,8,44,Offer B,Yes,44.87,No,Yes,Cable,20,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,61.5,2722.2,0,150,1974.28,3,No
Male,64,No,Yes,Yes,1,Yes,10,42,Offer B,Yes,16.67,Yes,Yes,Cable,17,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.4,3058.3,0,0,700.1400000000001,3,No
Male,27,No,Yes,Yes,1,Yes,1,72,Offer A,Yes,35.33,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1769.6,0,0,2543.7599999999998,3,No
Female,26,No,Yes,No,0,Yes,3,71,Offer A,Yes,9.5,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,0,0,674.5,3,No
Female,20,No,Yes,No,0,Yes,5,23,Offer D,Yes,14.53,Yes,Yes,Cable,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,1642.75,0,0,334.19,5,No
Female,35,No,No,No,0,No,0,30,None,Yes,9.27,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,578.5,0,0,278.09999999999997,3,No
Male,40,No,No,No,0,No,0,35,None,Yes,49.13,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.2,954.9,0,0,1719.5500000000002,3,No
Male,54,No,No,No,0,No,0,1,None,Yes,15.9,No,Yes,Cable,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,0,10,15.9,4,No
Male,22,No,No,No,0,No,0,22,Offer D,Yes,15.77,No,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0,0,346.94,3,No
Male,26,No,Yes,No,0,Yes,5,7,None,No,0,No,Yes,Cable,58,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.55,280,0,0,0,4,No
Female,46,No,No,No,0,No,0,36,None,No,0,No,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,0,0,0,3,No
Female,39,No,Yes,Yes,1,Yes,7,34,None,Yes,9.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,716.4,0,0,328.44,3,No
Male,25,No,Yes,No,0,Yes,1,72,Offer A,Yes,32.67,Yes,Yes,Cable,48,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,4720,0,0,2352.2400000000002,3,No
Male,48,No,Yes,Yes,1,Yes,9,36,None,Yes,34.79,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,930.95,0,0,1252.44,3,No
Female,35,No,Yes,Yes,1,Yes,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15,6770.85,0,0,2451.63,3,No
Male,33,No,Yes,No,0,Yes,1,17,Offer D,Yes,28.83,No,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,0,0,490.10999999999996,5,No
Male,26,No,No,No,0,No,0,1,None,Yes,5.63,No,Yes,Cable,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,75.5,0,0,5.63,5,No
Male,44,No,Yes,Yes,3,Yes,7,12,Offer D,Yes,4.71,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,258.35,0,0,56.519999999999996,4,No
Female,51,No,Yes,No,0,Yes,6,72,Offer A,Yes,43.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0,0,3161.5199999999995,4,No
Male,33,No,No,No,0,No,0,1,None,Yes,35.88,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2,19.2,0,0,35.88,3,No
Male,50,No,Yes,Yes,4,Yes,9,60,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0,0,2306.3999999999996,5,No
Female,38,No,Yes,No,0,Yes,10,61,Offer B,No,0,No,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0,0,0,3,No
Female,27,No,Yes,No,0,Yes,9,6,Offer E,Yes,5.69,No,Yes,DSL,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,323.45,0,0,34.14,4,No
Male,29,No,Yes,Yes,1,Yes,9,72,Offer A,Yes,27.16,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1401.15,0,0,1955.52,3,No
Female,42,No,No,No,0,No,0,32,None,Yes,32.02,Yes,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1739.6,0,0,1024.64,5,No
Male,52,No,Yes,No,0,Yes,1,65,Offer B,Yes,19.84,Yes,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931,0,110,1289.6,5,No
Female,54,No,Yes,Yes,2,Yes,10,45,Offer B,No,0,No,Yes,DSL,18,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2333.85,0,0,0,3,No
Male,20,No,No,No,0,No,0,42,None,Yes,27.64,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.05,949.85,0,0,1160.88,5,No
Male,64,No,No,No,0,No,0,8,Offer E,Yes,11.58,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,572.45,0,0,92.64,4,No
Male,38,No,No,Yes,2,No,0,32,None,Yes,16.94,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,696.8,0,0,542.08,4,No
Male,33,No,No,No,0,No,0,1,Offer E,Yes,46.23,No,Yes,DSL,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,47.95,47.95,0,0,46.23,4,No
Female,25,No,Yes,No,0,Yes,7,1,Offer E,Yes,40.63,No,Yes,DSL,52,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45,45,0,10,40.63,5,No
Female,24,No,No,No,0,No,0,4,Offer E,Yes,9.75,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,116.95,0,0,39,3,No
Female,23,No,Yes,No,0,Yes,7,56,None,Yes,21.21,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.3,1261.7,0,0,1187.76,5,No
Male,61,No,No,No,0,No,0,45,None,Yes,10.36,No,Yes,DSL,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95,3273.8,0,0,466.2,4,No
Female,22,No,Yes,Yes,2,Yes,5,71,None,Yes,22.36,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1415.85,0,0,1587.56,3,No
Male,49,No,Yes,No,0,Yes,3,59,None,Yes,16.06,No,Yes,DSL,4,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,66.4,3958.2,0,0,947.54,3,No
Male,37,No,No,No,0,No,0,69,None,No,0,No,Yes,DSL,19,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0,150,0,5,No
Male,62,No,No,No,0,No,0,19,Offer D,Yes,17.17,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.8,279.2,0,0,326.23,3,No
Female,24,No,Yes,Yes,2,Yes,8,55,None,Yes,27.75,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1083,0,0,1526.25,5,No
Female,48,No,No,No,0,No,0,38,None,Yes,32.63,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.3,755.5,0,0,1239.94,5,No
Male,35,No,Yes,Yes,2,Yes,4,46,None,Yes,14.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,20.1,936.85,0,0,685.86,5,No
Female,22,No,Yes,No,0,Yes,5,65,None,Yes,34.31,No,Yes,DSL,71,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,58.9,3857.1,0,0,2230.15,4,No
Male,21,No,Yes,Yes,3,Yes,6,71,None,Yes,11.3,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.45,1378.45,0,0,802.3000000000001,4,No
Male,37,No,Yes,No,0,Yes,4,6,None,Yes,47.29,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.1,171,0,0,283.74,4,No
Female,42,No,Yes,Yes,2,Yes,4,64,None,Yes,13.95,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,6721.6,0,0,892.8,4,No
Male,49,No,No,No,0,No,0,1,Offer E,Yes,30.73,No,Yes,Cable,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,44.05,0,0,30.73,5,No
Male,48,No,Yes,Yes,1,No,0,72,None,Yes,19.64,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.1,1734.65,0,0,1414.08,4,No
Male,50,No,No,No,0,No,0,1,Offer E,Yes,16.34,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.55,45.55,0,0,16.34,4,No
Female,41,No,Yes,Yes,3,Yes,9,51,None,Yes,27.23,Yes,Yes,Fiber Optic,75,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4539.35,0,0,1388.73,3,No
Female,45,No,Yes,Yes,1,Yes,1,41,None,Yes,23.95,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,804.25,0,0,981.9499999999999,3,No
Female,59,No,Yes,No,0,Yes,6,72,None,Yes,43.12,No,Yes,Cable,22,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.65,5011.15,0,0,3104.64,3,No
Female,64,No,Yes,No,0,Yes,6,43,None,Yes,21.08,Yes,Yes,Cable,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,3574.5,0,0,906.4399999999999,4,No
Male,64,No,Yes,No,0,Yes,6,72,None,Yes,23.27,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.1,8086.4,0,0,1675.44,3,No
Male,21,No,Yes,No,0,Yes,1,47,None,Yes,20.93,Yes,Yes,Fiber Optic,85,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563,0,80,983.71,5,No
Male,61,No,No,No,0,No,0,72,None,Yes,46.1,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0,0,3319.2000000000003,4,No
Male,23,No,No,No,0,No,0,3,Offer E,Yes,16.39,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.75,67.1,0,0,49.17,5,No
Male,39,No,No,No,0,No,0,26,None,No,0,No,Yes,DSL,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,1156.55,0,0,0,4,No
Male,28,No,Yes,Yes,3,Yes,9,29,None,Yes,1.41,No,Yes,DSL,73,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,1834.15,0,0,40.89,3,No
Male,50,No,No,No,0,No,0,27,None,Yes,20.29,No,Yes,DSL,21,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.45,1477.65,0,0,547.8299999999999,3,No
Male,30,No,Yes,Yes,2,Yes,6,24,None,Yes,44.57,No,Yes,Cable,26,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.3,1706.45,0,0,1069.68,3,No
Male,60,No,Yes,No,0,Yes,1,67,None,Yes,21.17,No,Yes,Cable,13,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,60.4,3953.7,0,40,1418.39,3,No
Female,55,No,No,No,0,No,0,23,Offer D,Yes,9.04,No,Yes,DSL,8,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.8,1327.85,0,0,207.92,3,No
Male,63,No,No,No,0,No,0,14,Offer D,No,0,No,Yes,Cable,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,31.1,419.7,0,0,0,5,No
Male,46,No,No,Yes,2,No,0,16,Offer D,Yes,13.99,Yes,Yes,DSL,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1083.7,0,0,223.84,4,No
Female,47,No,Yes,No,0,Yes,1,46,None,No,0,No,Yes,DSL,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.95,2007.85,0,0,0,3,No
Male,62,No,No,No,0,No,0,68,None,Yes,11.5,Yes,Yes,DSL,29,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.5,5882.75,0,0,782,4,No
Male,51,No,No,No,0,No,0,38,None,Yes,28,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.95,2657.55,0,90,1064,3,No
Male,49,No,No,No,0,No,0,17,Offer D,Yes,34.98,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.95,1612.2,0,0,594.66,5,No
Male,25,No,Yes,Yes,1,Yes,1,4,Offer E,Yes,24.57,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.9,76.65,0,0,98.28,4,No
Female,35,No,No,No,0,No,0,12,Offer D,Yes,26.67,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,260.7,0,0,320.04,5,No
Male,57,No,Yes,No,0,Yes,1,72,None,Yes,34.97,Yes,Yes,Cable,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.6,6441.85,0,0,2517.84,3,No
Male,58,No,No,No,0,No,0,3,Offer E,Yes,15.6,No,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92,266.8,0,0,46.8,3,No
Female,38,No,No,No,0,No,0,41,None,Yes,32.66,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.85,962.25,0,0,1339.06,3,No
Male,55,No,No,No,0,No,0,40,None,No,0,No,Yes,Cable,12,No,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,36,1382.9,0,130,0,3,No
Female,44,No,No,No,0,No,0,7,Offer E,Yes,3.34,No,Yes,Cable,13,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,571.05,0,0,23.38,4,No
Male,24,No,No,No,0,No,0,69,None,Yes,7.18,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1399.35,0,0,495.41999999999996,4,No
Male,64,No,Yes,No,0,Yes,1,7,None,Yes,21.09,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,150,0,0,147.63,5,No
Female,22,No,Yes,Yes,1,Yes,1,5,None,No,0,No,Yes,DSL,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.5,167.2,0,0,0,3,No
Female,57,No,Yes,Yes,1,Yes,1,72,None,Yes,6.41,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,106.1,7657.4,0,0,461.52,4,No
Male,64,No,Yes,No,0,Yes,1,44,None,Yes,27.4,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.5,865.05,0,0,1205.6,3,No
Female,59,No,No,No,0,No,0,65,None,Yes,27.68,Yes,Yes,Fiber Optic,6,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,95.5,6153.85,0,80,1799.2,5,No
Female,20,No,No,No,0,No,0,3,None,Yes,40.99,Yes,Yes,Cable,48,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.6,174.2,0,0,122.97,5,No
Male,45,No,No,No,0,No,0,24,None,Yes,2.33,No,Yes,DSL,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.1,1269.6,0,0,55.92,5,No
Male,28,No,No,No,0,No,0,24,None,Yes,30.07,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.95,1348.5,0,0,721.6800000000001,3,No
Male,43,No,Yes,No,0,Yes,1,22,Offer D,Yes,20.78,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.45,471.55,0,0,457.16,4,No
Male,33,No,Yes,No,0,Yes,10,70,None,Yes,30.06,Yes,Yes,Cable,24,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.95,5931.75,0,0,2104.2,5,No
Male,55,No,Yes,Yes,3,Yes,1,25,None,Yes,25.87,Yes,Yes,Cable,76,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,60.35,1404.65,0,10,646.75,4,No
Male,24,No,Yes,Yes,3,No,0,37,None,Yes,8.21,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,726.1,0,0,303.77000000000004,3,No
Female,39,No,Yes,No,0,Yes,9,59,None,Yes,24.81,Yes,Yes,Cable,24,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.1,4194.85,0,0,1463.79,5,No
Male,19,No,Yes,Yes,3,Yes,1,1,None,Yes,36.32,No,Yes,Fiber Optic,85,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,81.05,0,0,36.32,5,No
Male,28,No,No,No,0,No,0,3,None,Yes,37.01,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.5,76.95,0,0,111.03,5,No
Female,29,No,Yes,No,0,Yes,3,53,None,Yes,41.82,Yes,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.8,5809.75,0,0,2216.46,3,No
Male,27,No,No,No,0,No,0,1,None,Yes,42.15,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.2,20.2,0,0,42.15,3,No
Male,59,No,No,No,0,No,0,20,Offer D,Yes,30.13,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,19.7,415.9,0,0,602.6,4,No
Female,61,No,No,No,0,No,0,51,Offer B,Yes,29.87,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85,996.95,0,0,1523.3700000000001,5,No
Female,56,No,Yes,No,0,Yes,4,51,Offer B,Yes,47.18,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.5,3145.15,0,0,2406.18,3,No
Female,21,No,Yes,Yes,3,Yes,1,13,None,Yes,42.23,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.55,265.3,0,0,548.99,4,No
Female,28,No,No,No,0,No,0,1,None,Yes,10.21,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.9,20.9,0,0,10.21,5,No
Male,53,No,No,Yes,1,No,0,1,None,Yes,10.14,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,21.05,21.05,0,0,10.14,3,No
Male,46,No,No,No,0,No,0,63,Offer B,Yes,18.05,Yes,Yes,DSL,11,Yes,Yes,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,71.5,4576.3,0,70,1137.15,3,No
Male,64,No,No,No,0,No,0,3,None,Yes,33.53,No,Yes,DSL,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,54.65,189.1,0,0,100.59,5,No
Male,49,No,No,No,0,No,0,46,Offer B,Yes,30.99,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.2,908.15,0,0,1425.54,4,No
Male,31,No,No,No,0,No,0,1,None,Yes,3.97,Yes,Yes,DSL,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0,0,3.97,4,No
Female,60,No,Yes,Yes,1,Yes,8,71,None,Yes,11.13,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.5,1500.95,0,0,790.23,4,No
Male,38,No,Yes,Yes,3,Yes,10,55,Offer B,Yes,22.56,Yes,Yes,Fiber Optic,56,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,90.4,5099.15,0,0,1240.8,5,No
Female,38,No,No,No,0,No,0,70,None,Yes,13.4,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,90.25,6385.95,0,100,938,3,No
Male,32,No,Yes,Yes,3,Yes,10,67,None,Yes,11.31,Yes,Yes,Fiber Optic,57,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.6,6885.75,0,0,757.77,3,No
Male,27,No,Yes,No,0,Yes,6,14,None,Yes,4.05,No,Yes,DSL,59,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.2,668.85,0,0,56.699999999999996,3,No
Female,28,No,Yes,Yes,2,Yes,5,20,None,Yes,38.71,Yes,Yes,Fiber Optic,48,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,1916.2,0,0,774.2,3,No
Female,56,No,Yes,Yes,6,Yes,6,49,Offer B,Yes,8.18,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,0,0,400.82,5,No
Female,32,No,No,No,0,No,0,72,Offer A,Yes,2.25,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,101.3,7261.25,0,0,162,3,No
Female,25,No,Yes,No,0,Yes,1,46,Offer B,Yes,44.74,Yes,Yes,DSL,82,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,53.1,2459.8,0,0,2058.04,3,No
Male,57,No,No,No,0,No,0,24,Offer C,Yes,13.13,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.85,2048.8,0,80,315.12,4,No
Female,52,No,Yes,Yes,2,Yes,9,5,None,No,0,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.25,163.55,0,0,0,5,No
Female,21,No,Yes,Yes,1,Yes,6,33,Offer C,Yes,11.01,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,88.6,2888.7,0,0,363.33,3,No
Female,23,No,No,No,0,No,0,42,Offer B,Yes,29.44,Yes,Yes,Cable,41,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.15,2421.6,0,0,1236.48,3,No
Male,21,No,No,No,0,No,0,23,None,Yes,41.94,No,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.95,2292.75,0,0,964.6199999999999,3,No
Male,26,No,No,No,0,No,0,8,Offer E,Yes,41.93,No,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.7,553.4,0,0,335.44,5,No
Male,32,No,No,No,0,No,0,66,Offer A,Yes,11.56,No,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.8,3465.7,0,0,762.96,4,No
Female,22,No,No,No,0,No,0,53,Offer B,Yes,8.33,No,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,100.3,5200.8,0,0,441.49,4,No
Female,61,No,No,No,0,No,0,60,None,No,0,No,Yes,Cable,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,53.6,3237.05,0,0,0,3,No
